month_to_take_fromEnvData	dayofsampling	Month	year	Site	File_info	databace	env_factor	Year	variable	value
Mar_Spring_2016	27	mar	2016	K69	./TerraClimate_soil_2016.nc	./TerraClimate	soil	2016	Mar_Spring	60.2
Mar_Spring_2016	27	mar	2016	PFN	./TerraClimate_soil_2016.nc	./TerraClimate	soil	2016	Mar_Spring	60.2
Mar_Spring_2016	27	mar	2016	WH	./TerraClimate_vap_2016.nc	./TerraClimate	vap	2016	Mar_Spring	0.612
Mar_Spring_2016	27	mar	2016	JUG	./TerraClimate_def_2016.nc	./TerraClimate	def	2016	Mar_Spring	1.8
Mar_Spring_2016	27	mar	2016	ERG	./TerraClimate_tmin_2016.nc	./TerraClimate	tmin	2016	Mar_Spring	-0.3
Mar_Spring_2016	27	mar	2016	JUG	./TerraClimate_tmax_2016.nc	./TerraClimate	tmax	2016	Mar_Spring	9.1
Mar_Spring_2016	27	mar	2016	WH	./TerraClimate_swe_2016.nc	./TerraClimate	swe	2016	Mar_Spring	0
Mar_Spring_2016	27	mar	2016	EY	./TerraClimate_pet_2016.nc	./TerraClimate	pet	2016	Mar_Spring	40.6
Mar_Spring_2016	27	mar	2016	WH	./TerraClimate_pet_2016.nc	./TerraClimate	pet	2016	Mar_Spring	44.2
Mar_Spring_2016	27	mar	2016	ERG	./TerraClimate_pet_2016.nc	./TerraClimate	pet	2016	Mar_Spring	42.1
Mar_Spring_2016	27	mar	2016	EY	./TerraClimate_q_2016.nc	./TerraClimate	q	2016	Mar_Spring	12
Mar_Spring_2016	27	mar	2016	EY	./TerraClimate_srad_2016.nc	./TerraClimate	srad	2016	Mar_Spring	118.700595129097
Mar_Spring_2016	27	mar	2016	JUG	./TerraClimate_PDSI_2016.nc	./TerraClimate	PDSI	2016	Mar_Spring	-4.2
Mar_Spring_2016	27	mar	2016	PFN	./TerraClimate_PDSI_2016.nc	./TerraClimate	PDSI	2016	Mar_Spring	-4.1
Mar_Spring_2016	27	mar	2016	ERG	./TerraClimate_PDSI_2016.nc	./TerraClimate	PDSI	2016	Mar_Spring	-3.2
Mar_Spring_2016	27	mar	2016	EY	./TerraClimate_PDSI_2016.nc	./TerraClimate	PDSI	2016	Mar_Spring	-3.1
Mar_Spring_2016	27	mar	2016	ERG	./TerraClimate_swe_2016.nc	./TerraClimate	swe	2016	Mar_Spring	0.1
Mar_Spring_2016	27	mar	2016	EY	./TerraClimate_ppt_2016.nc	./TerraClimate	ppt	2016	Mar_Spring	50.5
Mar_Spring_2016	27	mar	2016	PFN	./TerraClimate_vap_2016.nc	./TerraClimate	vap	2016	Mar_Spring	0.607
Mar_Spring_2016	27	mar	2016	JUG	./TerraClimate_vap_2016.nc	./TerraClimate	vap	2016	Mar_Spring	0.614
Mar_Spring_2016	27	mar	2016	K69	./TerraClimate_vap_2016.nc	./TerraClimate	vap	2016	Mar_Spring	0.607
Mar_Spring_2016	27	mar	2016	EY	./TerraClimate_tmin_2016.nc	./TerraClimate	tmin	2016	Mar_Spring	-0.4
Mar_Spring_2016	27	mar	2016	EY	./TerraClimate_vap_2016.nc	./TerraClimate	vap	2016	Mar_Spring	0.602
Mar_Spring_2016	27	mar	2016	WH	./TerraClimate_tmin_2016.nc	./TerraClimate	tmin	2016	Mar_Spring	0.5
Mar_Spring_2016	27	mar	2016	K69	./TerraClimate_aet_2016.nc	./TerraClimate	aet	2016	Mar_Spring	41.8
Mar_Spring_2016	27	mar	2016	JUG	./TerraClimate_soil_2016.nc	./TerraClimate	soil	2016	Mar_Spring	58
Mar_Spring_2016	27	mar	2016	K69	./TerraClimate_pet_2016.nc	./TerraClimate	pet	2016	Mar_Spring	42.7
Mar_Spring_2016	27	mar	2016	WH	./TerraClimate_tmax_2016.nc	./TerraClimate	tmax	2016	Mar_Spring	9.4
Mar_Spring_2016	27	mar	2016	ERG	./TerraClimate_ppt_2016.nc	./TerraClimate	ppt	2016	Mar_Spring	51.4
Mar_Spring_2016	27	mar	2016	K69	./TerraClimate_tmin_2016.nc	./TerraClimate	tmin	2016	Mar_Spring	0.2
Mar_Spring_2016	27	mar	2016	WH	./TerraClimate_vpd_2016.nc	./TerraClimate	vpd	2016	Mar_Spring	0.24
Mar_Spring_2016	27	mar	2016	K69	./TerraClimate_tmax_2016.nc	./TerraClimate	tmax	2016	Mar_Spring	8.8
Mar_Spring_2016	27	mar	2016	WH	./TerraClimate_ws_2016.nc	./TerraClimate	ws	2016	Mar_Spring	2.72
Mar_Spring_2016	27	mar	2016	EY	./TerraClimate_swe_2016.nc	./TerraClimate	swe	2016	Mar_Spring	0.1
Mar_Spring_2016	27	mar	2016	EY	./TerraClimate_ws_2016.nc	./TerraClimate	ws	2016	Mar_Spring	2.84
Mar_Spring_2016	27	mar	2016	JUG	./TerraClimate_q_2016.nc	./TerraClimate	q	2016	Mar_Spring	2
Mar_Spring_2016	27	mar	2016	PFN	./TerraClimate_pet_2016.nc	./TerraClimate	pet	2016	Mar_Spring	42.7
Mar_Spring_2016	27	mar	2016	ERG	./TerraClimate_q_2016.nc	./TerraClimate	q	2016	Mar_Spring	11.2
Mar_Spring_2016	27	mar	2016	K69	./TerraClimate_q_2016.nc	./TerraClimate	q	2016	Mar_Spring	2.1
Mar_Spring_2016	27	mar	2016	JUG	./TerraClimate_aet_2016.nc	./TerraClimate	aet	2016	Mar_Spring	41.4
Mar_Spring_2016	27	mar	2016	JUG	./TerraClimate_pet_2016.nc	./TerraClimate	pet	2016	Mar_Spring	43.2
Mar_Spring_2016	27	mar	2016	K69	./TerraClimate_ppt_2016.nc	./TerraClimate	ppt	2016	Mar_Spring	41.9
Mar_Spring_2016	27	mar	2016	PFN	./TerraClimate_ppt_2016.nc	./TerraClimate	ppt	2016	Mar_Spring	41.9
Mar_Spring_2016	27	mar	2016	PFN	./TerraClimate_q_2016.nc	./TerraClimate	q	2016	Mar_Spring	2.1
Mar_Spring_2017	20_21	mar	2017	K69	./TerraClimate_vpd_2017.nc	./TerraClimate	vpd	2017	Mar_Spring	0.35
Mar_Spring_2017	20_21	mar	2017	WH	./TerraClimate_aet_2017.nc	./TerraClimate	aet	2017	Mar_Spring	56.2
Mar_Spring_2017	20_21	mar	2017	EY	./TerraClimate_def_2017.nc	./TerraClimate	def	2017	Mar_Spring	0
Mar_Spring_2017	20_21	mar	2017	ERG	./TerraClimate_pet_2017.nc	./TerraClimate	pet	2017	Mar_Spring	57.4
Mar_Spring_2017	20_21	mar	2017	EY	./TerraClimate_soil_2017.nc	./TerraClimate	soil	2017	Mar_Spring	58.5
Mar_Spring_2017	20_21	mar	2017	WH	./TerraClimate_pet_2017.nc	./TerraClimate	pet	2017	Mar_Spring	59.5
Mar_Spring_2017	20_21	mar	2017	PFN	./TerraClimate_vap_2017.nc	./TerraClimate	vap	2017	Mar_Spring	0.724
Mar_Spring_2017	20_21	mar	2017	EY	./TerraClimate_q_2017.nc	./TerraClimate	q	2017	Mar_Spring	7.6
Mar_Spring_2017	20_21	mar	2017	EY	./TerraClimate_pet_2017.nc	./TerraClimate	pet	2017	Mar_Spring	55.6
Mar_Spring_2017	20_21	mar	2017	EY	./TerraClimate_aet_2017.nc	./TerraClimate	aet	2017	Mar_Spring	55.6
Mar_Spring_2017	20_21	mar	2017	WH	./TerraClimate_srad_2017.nc	./TerraClimate	srad	2017	Mar_Spring	130.00311298297
Mar_Spring_2017	20_21	mar	2017	PFN	./TerraClimate_PDSI_2017.nc	./TerraClimate	PDSI	2017	Mar_Spring	-3.8
Mar_Spring_2017	20_21	mar	2017	WH	./TerraClimate_soil_2017.nc	./TerraClimate	soil	2017	Mar_Spring	55.7
Mar_Spring_2017	20_21	mar	2017	ERG	./TerraClimate_aet_2017.nc	./TerraClimate	aet	2017	Mar_Spring	57.4
Mar_Spring_2017	20_21	mar	2017	PFN	./TerraClimate_def_2017.nc	./TerraClimate	def	2017	Mar_Spring	3.4
Mar_Spring_2017	20_21	mar	2017	WH	./TerraClimate_def_2017.nc	./TerraClimate	def	2017	Mar_Spring	3.3
Mar_Spring_2017	20_21	mar	2017	ERG	./TerraClimate_def_2017.nc	./TerraClimate	def	2017	Mar_Spring	0
Mar_Spring_2017	20_21	mar	2017	WH	./TerraClimate_vap_2017.nc	./TerraClimate	vap	2017	Mar_Spring	0.73
Mar_Spring_2017	20_21	mar	2017	PFN	./TerraClimate_vpd_2017.nc	./TerraClimate	vpd	2017	Mar_Spring	0.35
Mar_Spring_2017	20_21	mar	2017	WH	./TerraClimate_q_2017.nc	./TerraClimate	q	2017	Mar_Spring	2.7
Mar_Spring_2017	20_21	mar	2017	ERG	./TerraClimate_vpd_2017.nc	./TerraClimate	vpd	2017	Mar_Spring	0.33
Mar_Spring_2017	20_21	mar	2017	JUG	./TerraClimate_vpd_2017.nc	./TerraClimate	vpd	2017	Mar_Spring	0.36
Mar_Spring_2017	20_21	mar	2017	PFN	./TerraClimate_aet_2017.nc	./TerraClimate	aet	2017	Mar_Spring	55.1
Mar_Spring_2017	20_21	mar	2017	JUG	./TerraClimate_tmax_2017.nc	./TerraClimate	tmax	2017	Mar_Spring	13.9
Mar_Spring_2017	20_21	mar	2017	JUG	./TerraClimate_ppt_2017.nc	./TerraClimate	ppt	2017	Mar_Spring	49
Mar_Spring_2017	20_21	mar	2017	ERG	./TerraClimate_vap_2017.nc	./TerraClimate	vap	2017	Mar_Spring	0.714
Mar_Spring_2017	20_21	mar	2017	ERG	./TerraClimate_ppt_2017.nc	./TerraClimate	ppt	2017	Mar_Spring	61.3
Mar_Spring_2017	20_21	mar	2017	ERG	./TerraClimate_soil_2017.nc	./TerraClimate	soil	2017	Mar_Spring	59.8
Mar_Spring_2017	20_21	mar	2017	K69	./TerraClimate_def_2017.nc	./TerraClimate	def	2017	Mar_Spring	3.4
Mar_Spring_2017	20_21	mar	2017	K69	./TerraClimate_pet_2017.nc	./TerraClimate	pet	2017	Mar_Spring	58.5
Mar_Spring_2017	20_21	mar	2017	PFN	./TerraClimate_pet_2017.nc	./TerraClimate	pet	2017	Mar_Spring	58.5
Mar_Spring_2017	20_21	mar	2017	WH	./TerraClimate_swe_2017.nc	./TerraClimate	swe	2017	Mar_Spring	0
Mar_Spring_2017	20_21	mar	2017	EY	./TerraClimate_swe_2017.nc	./TerraClimate	swe	2017	Mar_Spring	0
Mar_Spring_2017	20_21	mar	2017	JUG	./TerraClimate_q_2017.nc	./TerraClimate	q	2017	Mar_Spring	2.5
Mar_Spring_2017	20_21	mar	2017	ERG	./TerraClimate_q_2017.nc	./TerraClimate	q	2017	Mar_Spring	5.9
Mar_Spring_2017	20_21	mar	2017	EY	./TerraClimate_vpd_2017.nc	./TerraClimate	vpd	2017	Mar_Spring	0.31
Mar_Spring_2017	20_21	mar	2017	JUG	./TerraClimate_vap_2017.nc	./TerraClimate	vap	2017	Mar_Spring	0.731
Mar_Spring_2017	20_21	mar	2017	K69	./TerraClimate_vap_2017.nc	./TerraClimate	vap	2017	Mar_Spring	0.724
Mar_Spring_2017	20_21	mar	2017	K69	./TerraClimate_PDSI_2017.nc	./TerraClimate	PDSI	2017	Mar_Spring	-3.8
Mar_Spring_2017	20_21	mar	2017	ERG	./TerraClimate_PDSI_2017.nc	./TerraClimate	PDSI	2017	Mar_Spring	-3.1
Mar_Spring_2017	20_21	mar	2017	EY	./TerraClimate_vap_2017.nc	./TerraClimate	vap	2017	Mar_Spring	0.722
Mar_Spring_2017	20_21	mar	2017	PFN	./TerraClimate_soil_2017.nc	./TerraClimate	soil	2017	Mar_Spring	56
Mar_Spring_2017	20_21	mar	2017	JUG	./TerraClimate_def_2017.nc	./TerraClimate	def	2017	Mar_Spring	4.4
Mar_Spring_2017	20_21	mar	2017	EY	./TerraClimate_ws_2017.nc	./TerraClimate	ws	2017	Mar_Spring	3.24
Mar_Spring_2017	20_21	mar	2017	ERG	./TerraClimate_swe_2017.nc	./TerraClimate	swe	2017	Mar_Spring	0
Mar_Spring_2017	20_21	mar	2017	WH	./TerraClimate_ws_2017.nc	./TerraClimate	ws	2017	Mar_Spring	3.18
Mar_Spring_2017	20_21	mar	2017	JUG	./TerraClimate_pet_2017.nc	./TerraClimate	pet	2017	Mar_Spring	59.1
Mar_Spring_2017	20_21	mar	2017	K69	./TerraClimate_q_2017.nc	./TerraClimate	q	2017	Mar_Spring	2.6
Mar_Spring_2017	20_21	mar	2017	PFN	./TerraClimate_q_2017.nc	./TerraClimate	q	2017	Mar_Spring	2.6
Mar_Spring_2017	20_21	mar	2017	WH	./TerraClimate_vpd_2017.nc	./TerraClimate	vpd	2017	Mar_Spring	0.37
Mar_Spring_2017	20_21	mar	2017	EY	./TerraClimate_srad_2017.nc	./TerraClimate	srad	2017	Mar_Spring	130.900811817128
Mar_Spring_2017	20_21	mar	2017	K69	./TerraClimate_tmax_2017.nc	./TerraClimate	tmax	2017	Mar_Spring	13.6
Mar_Spring_2017	20_21	mar	2017	K69	./TerraClimate_ppt_2017.nc	./TerraClimate	ppt	2017	Mar_Spring	51.1
Mar_Spring_2017	20_21	mar	2017	WH	./TerraClimate_PDSI_2017.nc	./TerraClimate	PDSI	2017	Mar_Spring	-3.3
Mar_Spring_2017	20_21	mar	2017	PFN	./TerraClimate_ws_2017.nc	./TerraClimate	ws	2017	Mar_Spring	3.32
Mar_Spring_2017	20_21	mar	2017	ERG	./TerraClimate_ws_2017.nc	./TerraClimate	ws	2017	Mar_Spring	3.3
Mar_Spring_2017	20_21	mar	2017	WH	./TerraClimate_tmax_2017.nc	./TerraClimate	tmax	2017	Mar_Spring	14.1
Mar_Spring_2017	20_21	mar	2017	JUG	./TerraClimate_swe_2017.nc	./TerraClimate	swe	2017	Mar_Spring	0
Mar_Spring_2017	20_21	mar	2017	K69	./TerraClimate_aet_2017.nc	./TerraClimate	aet	2017	Mar_Spring	55.1
Mar_Spring_2017	20_21	mar	2017	JUG	./TerraClimate_tmin_2017.nc	./TerraClimate	tmin	2017	Mar_Spring	3.3
Mar_Spring_2017	20_21	mar	2017	K69	./TerraClimate_tmin_2017.nc	./TerraClimate	tmin	2017	Mar_Spring	3.1
Mar_Spring_2017	20_21	mar	2017	PFN	./TerraClimate_tmin_2017.nc	./TerraClimate	tmin	2017	Mar_Spring	3.1
Mar_Spring_2017	20_21	mar	2017	PFN	./TerraClimate_ppt_2017.nc	./TerraClimate	ppt	2017	Mar_Spring	51.1
Mar_Spring_2017	20_21	mar	2017	K69	./TerraClimate_srad_2017.nc	./TerraClimate	srad	2017	Mar_Spring	130.900811817128
Mar_Spring_2017	20_21	mar	2017	ERG	./TerraClimate_srad_2017.nc	./TerraClimate	srad	2017	Mar_Spring	130.696789354819
Mar_Spring_2017	20_21	mar	2017	JUG	./TerraClimate_PDSI_2017.nc	./TerraClimate	PDSI	2017	Mar_Spring	-3.9
Mar_Spring_2017	20_21	mar	2017	EY	./TerraClimate_tmax_2017.nc	./TerraClimate	tmax	2017	Mar_Spring	13.2
Mar_Spring_2017	20_21	mar	2017	WH	./TerraClimate_ppt_2017.nc	./TerraClimate	ppt	2017	Mar_Spring	52.3
Mar_Spring_2017	20_21	mar	2017	K69	./TerraClimate_soil_2017.nc	./TerraClimate	soil	2017	Mar_Spring	56
Mar_Spring_2017	20_21	mar	2017	PFN	./TerraClimate_swe_2017.nc	./TerraClimate	swe	2017	Mar_Spring	0
Mar_Spring_2017	20_21	mar	2017	PFN	./TerraClimate_srad_2017.nc	./TerraClimate	srad	2017	Mar_Spring	130.900811817128
Mar_Spring_2017	20_21	mar	2017	JUG	./TerraClimate_srad_2017.nc	./TerraClimate	srad	2017	Mar_Spring	130.500927791003
Mar_Spring_2017	20_21	mar	2017	K69	./TerraClimate_swe_2017.nc	./TerraClimate	swe	2017	Mar_Spring	0
Mar_Spring_2017	20_21	mar	2017	WH	./TerraClimate_tmin_2017.nc	./TerraClimate	tmin	2017	Mar_Spring	3.4
Mar_Spring_2017	20_21	mar	2017	K69	./TerraClimate_ws_2017.nc	./TerraClimate	ws	2017	Mar_Spring	3.32
Mar_Spring_2017	20_21	mar	2017	JUG	./TerraClimate_ws_2017.nc	./TerraClimate	ws	2017	Mar_Spring	3.26
Mar_Spring_2017	20_21	mar	2017	JUG	./TerraClimate_aet_2017.nc	./TerraClimate	aet	2017	Mar_Spring	54.7
Mar_Spring_2017	20_21	mar	2017	EY	./TerraClimate_ppt_2017.nc	./TerraClimate	ppt	2017	Mar_Spring	60.8
Mar_Spring_2017	20_21	mar	2017	ERG	./TerraClimate_tmax_2017.nc	./TerraClimate	tmax	2017	Mar_Spring	13.4
Mar_Spring_2017	20_21	mar	2017	EY	./TerraClimate_tmin_2017.nc	./TerraClimate	tmin	2017	Mar_Spring	2.5
Mar_Spring_2017	20_21	mar	2017	JUG	./TerraClimate_soil_2017.nc	./TerraClimate	soil	2017	Mar_Spring	53.7
Mar_Spring_2017	20_21	mar	2017	EY	./TerraClimate_PDSI_2017.nc	./TerraClimate	PDSI	2017	Mar_Spring	-3
Mar_Spring_2017	20_21	mar	2017	ERG	./TerraClimate_tmin_2017.nc	./TerraClimate	tmin	2017	Mar_Spring	2.6
Mar_Spring_2017	20_21	mar	2017	PFN	./TerraClimate_tmax_2017.nc	./TerraClimate	tmax	2017	Mar_Spring	13.6
Mar_Spring_2018	4_5	apr	2018	JUG	./TerraClimate_pet_2018.nc	./TerraClimate	pet	2018	Mar_Spring	39.4
Mar_Spring_2018	4_5	apr	2018	PFN	./TerraClimate_def_2018.nc	./TerraClimate	def	2018	Mar_Spring	0
Mar_Spring_2018	4_5	apr	2018	EY	./TerraClimate_soil_2018.nc	./TerraClimate	soil	2018	Mar_Spring	58.5
Mar_Spring_2018	4_5	apr	2018	K69	./TerraClimate_pet_2018.nc	./TerraClimate	pet	2018	Mar_Spring	38.7
Mar_Spring_2018	4_5	apr	2018	WH	./TerraClimate_pet_2018.nc	./TerraClimate	pet	2018	Mar_Spring	39.9
Mar_Spring_2018	4_5	apr	2018	WH	./TerraClimate_soil_2018.nc	./TerraClimate	soil	2018	Mar_Spring	61.4
Mar_Spring_2018	4_5	apr	2018	WH	./TerraClimate_def_2018.nc	./TerraClimate	def	2018	Mar_Spring	0
Mar_Spring_2018	4_5	apr	2018	ERG	./TerraClimate_soil_2018.nc	./TerraClimate	soil	2018	Mar_Spring	59.8
Mar_Spring_2018	4_5	apr	2018	K69	./TerraClimate_def_2018.nc	./TerraClimate	def	2018	Mar_Spring	0
Mar_Spring_2018	4_5	apr	2018	ERG	./TerraClimate_pet_2018.nc	./TerraClimate	pet	2018	Mar_Spring	37.4
Mar_Spring_2018	4_5	apr	2018	WH	./TerraClimate_vap_2018.nc	./TerraClimate	vap	2018	Mar_Spring	0.607
Mar_Spring_2018	4_5	apr	2018	WH	./TerraClimate_PDSI_2018.nc	./TerraClimate	PDSI	2018	Mar_Spring	-1.3
Mar_Spring_2018	4_5	apr	2018	ERG	./TerraClimate_ws_2018.nc	./TerraClimate	ws	2018	Mar_Spring	3.1
Mar_Spring_2018	4_5	apr	2018	WH	./TerraClimate_aet_2018.nc	./TerraClimate	aet	2018	Mar_Spring	39.9
Mar_Spring_2018	4_5	apr	2018	WH	./TerraClimate_ws_2018.nc	./TerraClimate	ws	2018	Mar_Spring	2.9
Mar_Spring_2018	4_5	apr	2018	EY	./TerraClimate_pet_2018.nc	./TerraClimate	pet	2018	Mar_Spring	35.5
Mar_Spring_2018	4_5	apr	2018	EY	./TerraClimate_def_2018.nc	./TerraClimate	def	2018	Mar_Spring	0
Mar_Spring_2018	4_5	apr	2018	EY	./TerraClimate_ws_2018.nc	./TerraClimate	ws	2018	Mar_Spring	3
Mar_Spring_2018	4_5	apr	2018	WH	./TerraClimate_q_2018.nc	./TerraClimate	q	2018	Mar_Spring	26.9
Mar_Spring_2018	4_5	apr	2018	PFN	./TerraClimate_aet_2018.nc	./TerraClimate	aet	2018	Mar_Spring	38.7
Mar_Spring_2018	4_5	apr	2018	ERG	./TerraClimate_aet_2018.nc	./TerraClimate	aet	2018	Mar_Spring	37.4
Mar_Spring_2018	4_5	apr	2018	JUG	./TerraClimate_q_2018.nc	./TerraClimate	q	2018	Mar_Spring	20
Mar_Spring_2018	4_5	apr	2018	JUG	./TerraClimate_ppt_2018.nc	./TerraClimate	ppt	2018	Mar_Spring	36.3
Mar_Spring_2018	4_5	apr	2018	ERG	./TerraClimate_vap_2018.nc	./TerraClimate	vap	2018	Mar_Spring	0.59
Mar_Spring_2018	4_5	apr	2018	EY	./TerraClimate_vap_2018.nc	./TerraClimate	vap	2018	Mar_Spring	0.599
Mar_Spring_2018	4_5	apr	2018	WH	./TerraClimate_ppt_2018.nc	./TerraClimate	ppt	2018	Mar_Spring	40
Mar_Spring_2018	4_5	apr	2018	PFN	./TerraClimate_soil_2018.nc	./TerraClimate	soil	2018	Mar_Spring	61.8
Mar_Spring_2018	4_5	apr	2018	JUG	./TerraClimate_def_2018.nc	./TerraClimate	def	2018	Mar_Spring	0
Mar_Spring_2018	4_5	apr	2018	PFN	./TerraClimate_pet_2018.nc	./TerraClimate	pet	2018	Mar_Spring	38.7
Mar_Spring_2018	4_5	apr	2018	WH	./TerraClimate_swe_2018.nc	./TerraClimate	swe	2018	Mar_Spring	0.5
Mar_Spring_2018	4_5	apr	2018	JUG	./TerraClimate_vpd_2018.nc	./TerraClimate	vpd	2018	Mar_Spring	0.26
Mar_Spring_2018	4_5	apr	2018	K69	./TerraClimate_vpd_2018.nc	./TerraClimate	vpd	2018	Mar_Spring	0.25
Mar_Spring_2018	4_5	apr	2018	EY	./TerraClimate_q_2018.nc	./TerraClimate	q	2018	Mar_Spring	48.4
Mar_Spring_2018	4_5	apr	2018	K69	./TerraClimate_aet_2018.nc	./TerraClimate	aet	2018	Mar_Spring	38.7
Mar_Spring_2018	4_5	apr	2018	WH	./TerraClimate_srad_2018.nc	./TerraClimate	srad	2018	Mar_Spring	117.896868705365
Mar_Spring_2018	4_5	apr	2018	JUG	./TerraClimate_vap_2018.nc	./TerraClimate	vap	2018	Mar_Spring	0.607
Mar_Spring_2018	4_5	apr	2018	EY	./TerraClimate_aet_2018.nc	./TerraClimate	aet	2018	Mar_Spring	35.5
Mar_Spring_2018	4_5	apr	2018	EY	./TerraClimate_PDSI_2018.nc	./TerraClimate	PDSI	2018	Mar_Spring	0.7
Mar_Spring_2018	4_5	apr	2018	JUG	./TerraClimate_soil_2018.nc	./TerraClimate	soil	2018	Mar_Spring	61.2
Mar_Spring_2018	4_5	apr	2018	PFN	./TerraClimate_ws_2018.nc	./TerraClimate	ws	2018	Mar_Spring	3.1
Mar_Spring_2018	4_5	apr	2018	JUG	./TerraClimate_swe_2018.nc	./TerraClimate	swe	2018	Mar_Spring	0.5
Mar_Spring_2018	4_5	apr	2018	K69	./TerraClimate_swe_2018.nc	./TerraClimate	swe	2018	Mar_Spring	0.7
Mar_Spring_2018	4_5	apr	2018	ERG	./TerraClimate_def_2018.nc	./TerraClimate	def	2018	Mar_Spring	0
Mar_Spring_2018	4_5	apr	2018	EY	./TerraClimate_swe_2018.nc	./TerraClimate	swe	2018	Mar_Spring	1.8
Mar_Spring_2018	4_5	apr	2018	K69	./TerraClimate_tmin_2018.nc	./TerraClimate	tmin	2018	Mar_Spring	-0.4
Mar_Spring_2018	4_5	apr	2018	ERG	./TerraClimate_vpd_2018.nc	./TerraClimate	vpd	2018	Mar_Spring	0.25
Mar_Spring_2018	4_5	apr	2018	EY	./TerraClimate_vpd_2018.nc	./TerraClimate	vpd	2018	Mar_Spring	0.23
Mar_Spring_2018	4_5	apr	2018	WH	./TerraClimate_vpd_2018.nc	./TerraClimate	vpd	2018	Mar_Spring	0.28
Mar_Spring_2018	4_5	apr	2018	EY	./TerraClimate_srad_2018.nc	./TerraClimate	srad	2018	Mar_Spring	117.703277787951
Mar_Spring_2018	4_5	apr	2018	PFN	./TerraClimate_PDSI_2018.nc	./TerraClimate	PDSI	2018	Mar_Spring	-1.6
Mar_Spring_2018	4_5	apr	2018	PFN	./TerraClimate_vap_2018.nc	./TerraClimate	vap	2018	Mar_Spring	0.601
Mar_Spring_2018	4_5	apr	2018	K69	./TerraClimate_ws_2018.nc	./TerraClimate	ws	2018	Mar_Spring	3.1
Mar_Spring_2018	4_5	apr	2018	EY	./TerraClimate_ppt_2018.nc	./TerraClimate	ppt	2018	Mar_Spring	46.9
Mar_Spring_2018	4_5	apr	2018	K69	./TerraClimate_soil_2018.nc	./TerraClimate	soil	2018	Mar_Spring	61.8
Mar_Spring_2018	4_5	apr	2018	EY	./TerraClimate_tmax_2018.nc	./TerraClimate	tmax	2018	Mar_Spring	8
Mar_Spring_2018	4_5	apr	2018	ERG	./TerraClimate_swe_2018.nc	./TerraClimate	swe	2018	Mar_Spring	1.4
Mar_Spring_2018	4_5	apr	2018	JUG	./TerraClimate_tmin_2018.nc	./TerraClimate	tmin	2018	Mar_Spring	-0.1
Mar_Spring_2018	4_5	apr	2018	JUG	./TerraClimate_tmax_2018.nc	./TerraClimate	tmax	2018	Mar_Spring	8.7
Mar_Spring_2018	4_5	apr	2018	K69	./TerraClimate_q_2018.nc	./TerraClimate	q	2018	Mar_Spring	23.8
Mar_Spring_2018	4_5	apr	2018	ERG	./TerraClimate_q_2018.nc	./TerraClimate	q	2018	Mar_Spring	45.7
Mar_Spring_2018	4_5	apr	2018	JUG	./TerraClimate_aet_2018.nc	./TerraClimate	aet	2018	Mar_Spring	39.4
Mar_Spring_2018	4_5	apr	2018	JUG	./TerraClimate_ws_2018.nc	./TerraClimate	ws	2018	Mar_Spring	3
Mar_Spring_2018	4_5	apr	2018	K69	./TerraClimate_tmax_2018.nc	./TerraClimate	tmax	2018	Mar_Spring	8.4
Mar_Spring_2018	4_5	apr	2018	ERG	./TerraClimate_PDSI_2018.nc	./TerraClimate	PDSI	2018	Mar_Spring	-1.1
Mar_Spring_2018	4_5	apr	2018	ERG	./TerraClimate_ppt_2018.nc	./TerraClimate	ppt	2018	Mar_Spring	47.4
Mar_Spring_2018	4_5	apr	2018	PFN	./TerraClimate_swe_2018.nc	./TerraClimate	swe	2018	Mar_Spring	0.7
Mar_Spring_2018	4_5	apr	2018	WH	./TerraClimate_tmax_2018.nc	./TerraClimate	tmax	2018	Mar_Spring	9
Mar_Spring_2018	4_5	apr	2018	ERG	./TerraClimate_srad_2018.nc	./TerraClimate	srad	2018	Mar_Spring	117.800073246658
Mar_Spring_2018	4_5	apr	2018	PFN	./TerraClimate_vpd_2018.nc	./TerraClimate	vpd	2018	Mar_Spring	0.25
Mar_Spring_2018	4_5	apr	2018	JUG	./TerraClimate_srad_2018.nc	./TerraClimate	srad	2018	Mar_Spring	119.09874565098
Mar_Spring_2018	4_5	apr	2018	K69	./TerraClimate_srad_2018.nc	./TerraClimate	srad	2018	Mar_Spring	119.50206006226
Mar_Spring_2018	4_5	apr	2018	ERG	./TerraClimate_tmax_2018.nc	./TerraClimate	tmax	2018	Mar_Spring	8.2
Mar_Spring_2018	4_5	apr	2018	K69	./TerraClimate_vap_2018.nc	./TerraClimate	vap	2018	Mar_Spring	0.601
Mar_Spring_2018	4_5	apr	2018	K69	./TerraClimate_ppt_2018.nc	./TerraClimate	ppt	2018	Mar_Spring	38.2
Mar_Spring_2018	4_5	apr	2018	PFN	./TerraClimate_ppt_2018.nc	./TerraClimate	ppt	2018	Mar_Spring	38.2
Mar_Spring_2018	4_5	apr	2018	WH	./TerraClimate_tmin_2018.nc	./TerraClimate	tmin	2018	Mar_Spring	-0.1
Mar_Spring_2018	4_5	apr	2018	EY	./TerraClimate_tmin_2018.nc	./TerraClimate	tmin	2018	Mar_Spring	-1
Mar_Spring_2018	4_5	apr	2018	PFN	./TerraClimate_tmin_2018.nc	./TerraClimate	tmin	2018	Mar_Spring	-0.4
